entry_date,symbol,side,weight,exit_date,horizon,ret,demeaned_ret,signal_date,action_entry,action_exit,forced,glitch_flag,gross_ret,net_ret,cost_bps
2021-02-03,XHB,long,1.000,2021-06-10,88,0.185816,0.317348,2021-02-02,RE-ENTRY (new cycle),EXIT,0,0,0.184280,0.185816,3
2021-07-01,XHB,long,1.000,2021-09-29,62,0.009072,-0.026957,2021-06-30,RE-ENTRY (new cycle),EXIT,0,0,0.008144,0.009072,3
2021-10-06,XHB,long,1.000,2021-11-16,29,0.156581,-0.041523,2021-10-05,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.156928,0.156581,3
2021-12-03,XHB,long,1.000,2022-01-18,30,-0.060708,-0.048059,2021-12-02,RE-ENTRY (new cycle),EXIT,0,0,-0.061999,-0.060708,3
2022-01-25,XHB,long,1.000,2022-01-27,2,-0.017920,0.043389,2022-01-24,RE-ENTRY (new cycle),EXIT,0,0,-0.017625,-0.017920,3
2022-01-31,XHB,long,1.000,2022-02-07,5,-0.010271,0.011315,2022-01-28,RE-ENTRY (new cycle),EXIT,0,0,-0.009974,-0.010271,3
2022-02-09,XHB,long,1.000,2022-02-24,10,-0.129135,-0.024477,2022-02-08,RE-ENTRY (new cycle),EXIT,0,0,-0.128874,-0.129135,3
2022-02-25,XHB,long,0.500,2022-02-28,1,0.015671,-0.028832,2022-02-24,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.015976,0.015671,3
2022-03-10,XHB,long,0.500,2022-03-11,1,0.017604,0.054281,2022-03-09,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.017909,0.017604,3
2022-04-11,XHB,long,0.500,2022-04-12,1,0.030631,0.024851,2022-04-08,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.030941,0.030631,3
2022-06-22,XHB,long,0.500,2022-06-23,1,0.025115,0.014903,2022-06-21,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.025423,0.025115,3
2022-06-24,XHB,long,0.500,2022-06-27,1,0.020930,0.025569,2022-06-23,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.021236,0.020930,3
2022-07-08,XHB,long,0.500,2022-08-29,36,0.045476,-0.027902,2022-07-07,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.045790,0.045476,3
2022-09-28,XHB,long,0.500,2022-09-29,1,0.018907,0.067479,2022-09-27,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.019213,0.018907,3
2022-12-09,XHB,long,1.000,2022-12-21,8,-0.006226,0.104831,2022-12-08,RE-ENTRY (new cycle),EXIT,0,0,-0.009109,-0.006226,3
2023-01-06,XHB,long,1.000,2023-03-16,47,0.025834,-0.206939,2023-01-05,RE-ENTRY (new cycle),EXIT,0,0,0.026142,0.025834,3
2023-04-04,XHB,long,1.000,2023-07-05,62,0.178172,-0.083206,2023-04-03,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.175892,0.178172,3
2023-08-15,XHB,long,1.000,2023-09-14,21,-0.039755,-0.133864,2023-08-14,RE-ENTRY (new cycle),EXIT,0,0,-0.039466,-0.039755,3
2023-09-26,XHB,long,1.000,2023-09-27,1,0.000579,0.005720,2023-09-25,RE-ENTRY (new cycle),EXIT,0,0,0.000880,0.000579,3
2023-09-28,XHB,long,1.000,2023-10-04,4,-0.025085,-0.045633,2023-09-27,RE-ENTRY (new cycle),EXIT,0,0,-0.024792,-0.025085,3
2023-10-05,XHB,long,1.000,2023-10-20,11,-0.041151,0.060900,2023-10-04,RE-ENTRY (new cycle),EXIT,0,0,-0.040863,-0.041151,3
2023-10-27,XHB,long,1.000,2023-12-06,27,0.232627,0.061522,2023-10-26,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.232997,0.232627,3
2024-01-09,XHB,long,1.000,2024-05-02,79,0.111249,0.197002,2024-01-08,RE-ENTRY (new cycle),EXIT,0,0,0.109776,0.111249,3
2024-05-09,XHB,long,1.000,2024-06-05,18,-0.031722,-0.044229,2024-05-08,RE-ENTRY (new cycle),EXIT,0,0,-0.031431,-0.031722,3
2024-07-09,XHB,long,1.000,2024-07-17,6,0.146344,0.147792,2024-07-08,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.146688,0.146344,3
2024-08-20,XHB,long,1.000,2024-11-01,52,0.026312,-0.056859,2024-08-19,RE-ENTRY (new cycle),EXIT,0,0,0.025499,0.026312,3
2024-12-26,XHB,long,1.000,2025-01-13,10,-0.033441,0.047332,2024-12-24,RE-ENTRY (new cycle),EXIT,0,0,-0.033151,-0.033441,3
2025-01-14,XHB,long,1.000,2025-02-13,21,-0.004556,0.010682,2025-01-13,RE-ENTRY (new cycle),EXIT,0,0,-0.004257,-0.004556,3
2025-02-26,XHB,long,0.500,2025-02-27,1,-0.015080,0.008707,2025-02-25,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.014785,-0.015080,3
2025-03-06,XHB,long,0.500,2025-03-07,1,0.012851,0.015174,2025-03-05,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.013155,0.012851,3
2025-03-17,XHB,long,0.500,2025-03-18,1,0.004426,0.032192,2025-03-14,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.004727,0.004426,3
2025-04-10,XHB,long,0.500,2025-04-11,1,-0.016953,-0.026309,2025-04-09,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.016658,-0.016953,3
2025-06-11,XHB,long,1.000,2025-06-16,3,-0.037847,-0.041712,2025-06-10,RE-ENTRY (new cycle),EXIT,0,0,-0.037558,-0.037847,3
2025-06-27,XHB,long,1.000,2025-10-07,70,0.114335,-0.106244,2025-06-26,RE-ENTRY (new cycle),EXIT,0,0,0.113057,0.114335,3
2025-10-15,XHB,long,1.000,2025-11-10,18,-0.024829,-0.048326,2025-10-14,RE-ENTRY (new cycle),EXIT,0,0,-0.024537,-0.024829,3
2025-11-24,XHB,long,0.500,2025-11-25,1,0.007356,-0.003594,2025-11-21,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.007659,0.007356,3
2025-11-28,XHB,long,1.000,2025-12-31,22,-0.046580,-0.051323,2025-11-26,RE-ENTRY (new cycle),EXIT,0,0,-0.047940,-0.046580,3
2026-01-09,XHB,long,1.000,2026-03-11,41,-0.049215,0.029041,2026-01-08,RE-ENTRY (new cycle),EXIT,0,0,-0.048930,-0.049215,3
2026-03-16,XHB,long,1.000,2026-03-23,5,-0.030246,-0.002639,2026-03-13,RE-ENTRY (new cycle),EXIT,0,0,-0.029955,-0.030246,3
2026-03-24,XHB,long,1.000,2026-03-30,4,-0.010462,0.044388,2026-03-23,RE-ENTRY (new cycle),EXIT,0,0,-0.010165,-0.010462,3
2026-04-01,XHB,long,1.000,2026-04-02,1,-0.017593,0.007866,2026-03-31,RE-ENTRY (new cycle),EXIT,0,0,-0.017298,-0.017593,3
2026-05-21,XHB,long,0.500,2026-05-22,1,0.024175,0.010582,2026-05-20,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.024483,0.024175,3
2026-06-02,XHB,long,1.000,2026-06-18,12,0.066908,0.102234,2026-06-01,RE-ENTRY (new cycle),FORCED,1,0,0.067228,0.066908,3
2017-05-01,XLV,long,1.000,2017-06-26,39,0.066000,0.019697,2017-04-28,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.066320,0.066000,3
2017-09-01,XLV,long,1.000,2017-09-14,8,0.016709,0.003019,2017-08-31,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.017015,0.016709,3
2017-10-03,XLV,long,1.000,2017-11-13,29,-0.021753,-0.011427,2017-10-02,RE-ENTRY (new cycle),EXIT,0,0,-0.021460,-0.021753,3
2017-11-29,XLV,long,1.000,2018-01-24,37,0.078373,0.010135,2017-11-28,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.078697,0.078373,3
2018-02-12,XLV,long,1.000,2018-03-02,13,-0.001930,-0.023903,2018-02-09,RE-ENTRY (new cycle),EXIT,0,0,-0.001631,-0.001930,3
2018-03-12,XLV,long,1.000,2018-03-26,10,-0.069544,-0.018323,2018-03-09,RE-ENTRY (new cycle),EXIT,0,0,-0.069265,-0.069544,3
2018-03-27,XLV,long,1.000,2018-03-28,1,-0.013091,-0.002651,2018-03-26,RE-ENTRY (new cycle),EXIT,0,0,-0.012795,-0.013091,3
2018-04-04,XLV,long,1.000,2018-04-09,3,0.005913,0.016222,2018-04-03,RE-ENTRY (new cycle),EXIT,0,0,0.006215,0.005913,3
2018-05-15,XLV,long,1.000,2018-08-10,61,0.079564,0.020720,2018-05-14,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.079888,0.079564,3
2018-10-17,XLV,long,1.000,2018-10-22,3,-0.015237,0.014299,2018-10-16,RE-ENTRY (new cycle),EXIT,0,0,-0.014941,-0.015237,3
2018-10-30,XLV,long,1.000,2018-12-20,35,-0.031842,0.034586,2018-10-29,RE-ENTRY (new cycle),EXIT,0,0,-0.031551,-0.031842,3
2018-12-27,XLV,long,1.000,2019-01-04,5,0.014049,-0.009417,2018-12-26,RE-ENTRY (new cycle),EXIT,0,0,0.014354,0.014049,3
2019-01-14,XLV,long,1.000,2019-04-17,65,0.014744,-0.043526,2019-01-11,RE-ENTRY (new cycle),EXIT,0,0,0.015048,0.014744,3
2019-04-24,XLV,long,1.000,2019-06-04,28,0.009239,0.068189,2019-04-23,RE-ENTRY (new cycle),EXIT,0,0,0.009541,0.009239,3
2019-08-07,XLV,long,1.000,2019-08-15,6,0.001526,0.024271,2019-08-06,RE-ENTRY (new cycle),EXIT,0,0,0.001826,0.001526,3
2019-10-04,XLV,long,0.500,2019-10-07,1,0.009057,0.009089,2019-10-03,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.009360,0.009057,3
2019-10-18,XLV,long,1.000,2019-11-21,24,0.063386,-0.010340,2019-10-17,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.063705,0.063386,3
2020-01-09,XLV,long,1.000,2020-02-28,34,-0.110530,-0.100752,2020-01-08,RE-ENTRY (new cycle),EXIT,0,0,-0.110263,-0.110530,3
2020-03-03,XLV,long,1.000,2020-03-10,5,-0.025587,0.039862,2020-03-02,RE-ENTRY (new cycle),EXIT,0,0,-0.025295,-0.025587,3
2020-03-16,XLV,long,1.000,2020-03-17,1,0.010179,-0.008842,2020-03-13,RE-ENTRY (new cycle),EXIT,0,0,0.010482,0.010179,3
2020-03-18,XLV,long,1.000,2020-03-19,1,0.007041,-0.039865,2020-03-17,RE-ENTRY (new cycle),EXIT,0,0,0.007343,0.007041,3
2020-03-25,XLV,long,0.500,2020-03-26,1,0.028566,-0.005769,2020-03-24,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.028875,0.028566,3
2020-09-28,XLV,long,1.000,2021-03-01,105,0.095338,-0.381903,2020-09-25,RE-ENTRY (new cycle),EXIT,0,0,0.091202,0.095338,3
2021-03-08,XLV,long,1.000,2021-04-23,33,0.088619,-0.087413,2021-03-05,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.085432,0.088619,3
2021-05-17,XLV,long,1.000,2021-07-07,35,0.042769,-0.058174,2021-05-14,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.039182,0.042769,3
2021-10-04,XLV,long,1.000,2021-10-05,1,-0.007772,-0.013050,2021-10-01,RE-ENTRY (new cycle),EXIT,0,0,-0.007474,-0.007772,3
2021-10-06,XLV,long,1.000,2022-01-24,75,0.026390,0.000327,2021-10-05,RE-ENTRY (new cycle),EXIT,0,0,0.022493,0.026390,3
2022-01-28,XLV,long,1.000,2022-02-23,17,0.000026,0.072469,2022-01-27,RE-ENTRY (new cycle),EXIT,0,0,0.000326,0.000026,3
2022-02-25,XLV,long,1.000,2022-05-10,51,0.003601,0.099573,2022-02-24,RE-ENTRY (new cycle),EXIT,0,0,0.000562,0.003601,3
2022-05-11,XLV,long,1.000,2022-06-13,22,-0.026171,0.042315,2022-05-10,RE-ENTRY (new cycle),EXIT,0,0,-0.025879,-0.026171,3
2022-06-22,XLV,long,0.500,2022-06-23,1,0.024504,0.014292,2022-06-21,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.024811,0.024504,3
2022-06-30,XLV,long,0.500,2022-08-24,38,0.012063,-0.201411,2022-06-29,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.012366,0.012063,3
2022-09-02,XLV,long,0.500,2022-09-06,1,-0.016742,-0.021707,2022-09-01,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.016447,-0.016742,3
2022-09-29,XLV,long,0.500,2022-09-30,1,-0.005942,0.003903,2022-09-28,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.005644,-0.005942,3
2023-03-03,XLV,long,0.500,2023-03-06,1,0.006643,0.018543,2023-03-02,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.006945,0.006643,3
2023-03-14,XLV,long,0.500,2023-03-15,1,-0.009235,0.001708,2023-03-13,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.008937,-0.009235,3
2023-05-01,XLV,long,1.000,2023-05-24,17,-0.030271,-0.091493,2023-04-28,RE-ENTRY (new cycle),EXIT,0,0,-0.029980,-0.030271,3
2023-06-01,XLV,long,1.000,2023-09-18,74,0.034179,-0.129903,2023-05-31,RE-ENTRY (new cycle),EXIT,0,0,0.030250,0.034179,3
2023-09-26,XLV,long,1.000,2023-09-27,1,-0.002671,0.002469,2023-09-25,RE-ENTRY (new cycle),EXIT,0,0,-0.002372,-0.002671,3
2023-09-29,XLV,long,1.000,2023-10-02,1,-0.013438,-0.012732,2023-09-28,RE-ENTRY (new cycle),EXIT,0,0,-0.013142,-0.013438,3
2023-10-05,XLV,long,0.500,2023-10-06,1,-0.000210,-0.009612,2023-10-04,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.000090,-0.000210,3
2023-11-01,XLV,long,0.500,2023-11-02,1,0.006551,-0.038698,2023-10-31,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.006853,0.006551,3
2023-11-03,XLV,long,0.500,2023-11-06,1,0.001749,0.007710,2023-11-02,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.002049,0.001749,3
2024-01-29,XLV,long,1.000,2024-02-12,10,0.031088,0.021728,2024-01-26,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.031398,0.031088,3
2024-03-20,XLV,long,1.000,2024-04-11,15,-0.024216,-0.009137,2024-03-19,RE-ENTRY (new cycle),EXIT,0,0,-0.023923,-0.024216,3
2024-04-17,XLV,long,1.000,2024-05-17,22,0.046909,-0.050628,2024-04-16,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.047223,0.046909,3
2024-06-06,XLV,long,1.000,2024-09-04,61,0.080464,-0.008307,2024-06-05,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.076854,0.080464,3
2024-09-11,XLV,long,1.000,2024-10-08,19,-0.018190,-0.080264,2024-09-10,RE-ENTRY (new cycle),EXIT,0,0,-0.021620,-0.018190,3
2024-10-15,XLV,long,1.000,2024-10-22,5,-0.015325,-0.009962,2024-10-14,RE-ENTRY (new cycle),EXIT,0,0,-0.015029,-0.015325,3
2024-11-04,XLV,long,1.000,2024-11-15,9,-0.026498,-0.192850,2024-11-01,RE-ENTRY (new cycle),EXIT,0,0,-0.026206,-0.026498,3
2024-11-21,XLV,long,1.000,2024-12-17,17,-0.030211,-0.237520,2024-11-20,RE-ENTRY (new cycle),EXIT,0,0,-0.029920,-0.030211,3
2024-12-23,XLV,long,0.500,2024-12-24,1,0.008929,-0.038605,2024-12-20,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.004713,0.008929,3
2024-12-26,XLV,long,0.500,2024-12-27,1,-0.000312,0.034189,2024-12-24,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.000012,-0.000312,3
2025-01-02,XLV,long,0.500,2025-01-03,1,-0.004210,-0.056936,2024-12-31,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.003911,-0.004210,3
2025-02-20,XLV,long,1.000,2025-03-31,27,-0.012461,0.177910,2025-02-19,RE-ENTRY (new cycle),EXIT,0,0,-0.016026,-0.012461,3
2025-04-10,XLV,long,0.500,2025-04-11,1,-0.017743,-0.027099,2025-04-09,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.017449,-0.017743,3
2025-04-14,XLV,long,0.500,2025-04-15,1,0.005002,-0.001230,2025-04-11,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.005303,0.005002,3
2025-04-23,XLV,long,0.500,2025-04-24,1,-0.004002,-0.037038,2025-04-22,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.003703,-0.004002,3
2025-05-01,XLV,long,0.500,2025-05-02,1,-0.001211,-0.021906,2025-04-30,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.000912,-0.001211,3
2025-08-20,XLV,long,1.000,2025-09-26,26,-0.010770,-0.210503,2025-08-19,RE-ENTRY (new cycle),EXIT,0,0,-0.015032,-0.010770,3
2025-10-02,XLV,long,1.000,2025-11-14,31,0.068576,0.108270,2025-10-01,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.068897,0.068576,3
2025-12-16,XLV,long,1.000,2026-03-12,58,-0.021302,0.115934,2025-12-15,RE-ENTRY (new cycle),EXIT,0,0,-0.025217,-0.021302,3
2026-03-17,XLV,long,1.000,2026-03-19,2,-0.028831,0.003372,2026-03-16,RE-ENTRY (new cycle),EXIT,0,0,-0.028539,-0.028831,3
2026-03-25,XLV,long,1.000,2026-03-30,3,-0.010030,0.049841,2026-03-24,RE-ENTRY (new cycle),EXIT,0,0,-0.009733,-0.010030,3
2026-03-31,XLV,long,1.000,2026-06-18,55,0.030584,-0.116194,2026-03-30,RE-ENTRY (new cycle),FORCED,1,0,0.030893,0.030584,3
