entry_date,symbol,side,weight,exit_date,horizon,ret,demeaned_ret,signal_date,action_entry,action_exit,forced,glitch_flag,gross_ret,net_ret,cost_bps
2026-06-01,SOFI,long,1.000,2026-06-02,1,-0.007207,-0.013029,2026-05-29,RE-ENTRY (new cycle),EXIT / TRIM,0,0,-0.006910,-0.007207,3
2017-04-25,SPY,long,1.000,2017-10-09,116,0.069637,-0.017113,2017-04-24,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.069958,0.069637,3
2017-11-17,SPY,long,1.000,2017-11-30,8,0.020842,-0.005562,2017-11-16,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.021148,0.020842,3
2018-02-26,SPY,long,1.000,2018-03-26,20,-0.050583,-0.007877,2018-02-23,RE-ENTRY (new cycle),EXIT,0,0,-0.050298,-0.050583,3
2018-03-27,SPY,long,1.000,2018-03-28,1,-0.020951,-0.010511,2018-03-26,RE-ENTRY (new cycle),EXIT,0,0,-0.020657,-0.020951,3
2018-04-17,SPY,long,1.000,2018-10-16,127,0.026377,0.019225,2018-04-16,RE-ENTRY (new cycle),EXIT,0,0,0.026685,0.026377,3
2018-10-17,SPY,long,1.000,2018-10-25,6,-0.047142,-0.024015,2018-10-16,RE-ENTRY (new cycle),EXIT,0,0,-0.046856,-0.047142,3
2018-10-26,SPY,long,1.000,2018-10-29,1,0.010224,0.011110,2018-10-25,RE-ENTRY (new cycle),EXIT,0,0,0.010527,0.010224,3
2018-10-31,SPY,long,1.000,2018-12-10,26,-0.027482,-0.023741,2018-10-30,RE-ENTRY (new cycle),EXIT,0,0,-0.027190,-0.027482,3
2018-12-27,SPY,long,0.500,2018-12-28,1,0.028282,0.020421,2018-12-26,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.028590,0.028282,3
2019-03-12,SPY,long,1.000,2019-04-25,31,0.046172,0.040465,2019-03-11,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.046486,0.046172,3
2019-06-05,SPY,long,1.000,2019-08-13,48,0.018551,-0.014078,2019-06-04,RE-ENTRY (new cycle),EXIT,0,0,0.018856,0.018551,3
2019-10-16,SPY,long,1.000,2019-11-20,25,0.042643,-0.031481,2019-10-15,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.042955,0.042643,3
2019-12-09,SPY,long,1.000,2019-12-23,10,0.022125,-0.020958,2019-12-06,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.022432,0.022125,3
2020-01-31,SPY,long,1.000,2020-03-02,20,-0.088590,-0.091902,2020-01-30,RE-ENTRY (new cycle),EXIT,0,0,-0.088316,-0.088590,3
2020-03-03,SPY,long,1.000,2020-03-09,4,-0.111034,-0.012406,2020-03-02,RE-ENTRY (new cycle),EXIT,0,0,-0.110768,-0.111034,3
2020-03-11,SPY,long,1.000,2020-03-12,1,-0.088541,-0.002553,2020-03-10,RE-ENTRY (new cycle),EXIT,0,0,-0.088268,-0.088541,3
2020-03-16,SPY,long,1.000,2020-03-17,1,0.015395,-0.003625,2020-03-13,RE-ENTRY (new cycle),EXIT,0,0,0.015700,0.015395,3
2020-03-18,SPY,long,1.000,2020-03-19,1,0.012091,-0.034815,2020-03-17,RE-ENTRY (new cycle),EXIT,0,0,0.012395,0.012091,3
2020-03-20,SPY,long,0.500,2020-03-23,1,-0.059691,-0.043045,2020-03-19,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.059409,-0.059691,3
2020-03-25,SPY,long,0.500,2020-03-26,1,0.018378,-0.015956,2020-03-24,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.018684,0.018378,3
2020-05-19,SPY,long,1.000,2020-06-10,15,0.091310,-0.039502,2020-05-18,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.091638,0.091310,3
2020-06-17,SPY,long,1.000,2020-09-01,53,0.114401,-0.363382,2020-06-16,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.114735,0.114401,3
2020-10-09,SPY,long,1.000,2021-04-20,131,0.205344,-0.184256,2020-10-08,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.197436,0.205344,3
2021-05-21,SPY,long,1.000,2021-09-29,90,0.050045,-0.106617,2021-05-20,RE-ENTRY (new cycle),EXIT,0,0,0.043633,0.050045,3
2021-10-04,SPY,long,1.000,2021-10-05,1,-0.006970,-0.012248,2021-10-01,RE-ENTRY (new cycle),EXIT,0,0,-0.006672,-0.006970,3
2021-10-19,SPY,long,1.000,2021-11-10,16,0.036489,-0.080355,2021-10-18,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.036800,0.036489,3
2021-12-09,SPY,long,1.000,2022-01-24,30,-0.074214,0.012159,2021-12-08,RE-ENTRY (new cycle),EXIT,0,0,-0.077432,-0.074214,3
2022-01-31,SPY,long,1.000,2022-02-24,17,-0.069048,0.029977,2022-01-28,RE-ENTRY (new cycle),EXIT,0,0,-0.068768,-0.069048,3
2022-02-25,SPY,long,1.000,2022-03-02,3,0.005821,-0.044319,2022-02-24,RE-ENTRY (new cycle),EXIT,0,0,0.006123,0.005821,3
2022-03-10,SPY,long,1.000,2022-03-14,2,-0.004455,0.059168,2022-03-09,RE-ENTRY (new cycle),EXIT,0,0,-0.004157,-0.004455,3
2022-04-29,SPY,long,1.000,2022-05-02,1,-0.027780,-0.055581,2022-04-28,RE-ENTRY (new cycle),EXIT,0,0,-0.027488,-0.027780,3
2022-05-16,SPY,long,0.500,2022-05-17,1,0.015766,-0.022118,2022-05-13,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.016071,0.015766,3
2022-06-22,SPY,long,0.500,2022-06-23,1,0.015633,0.005421,2022-06-21,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.015938,0.015633,3
2022-08-26,SPY,long,1.000,2022-08-29,1,-0.041563,-0.030858,2022-08-25,RE-ENTRY (new cycle),EXIT,0,0,-0.041276,-0.041563,3
2022-09-08,SPY,long,0.500,2022-09-09,1,0.017978,-0.012040,2022-09-07,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.018284,0.017978,3
2022-09-29,SPY,long,0.500,2022-09-30,1,-0.014250,-0.004405,2022-09-28,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.013954,-0.014250,3
2022-10-04,SPY,long,0.500,2022-10-05,1,0.002057,0.022080,2022-10-03,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.002358,0.002057,3
2022-10-14,SPY,long,0.500,2022-10-17,1,-0.012911,-0.062640,2022-10-13,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.012615,-0.012911,3
2022-12-14,SPY,long,1.000,2022-12-16,2,-0.041486,-0.003876,2022-12-13,RE-ENTRY (new cycle),EXIT,0,0,-0.041198,-0.041486,3
2023-01-13,SPY,long,1.000,2023-02-22,26,0.014380,-0.222020,2023-01-12,RE-ENTRY (new cycle),EXIT,0,0,0.014685,0.014380,3
2023-03-15,SPY,long,0.500,2023-03-16,1,0.001809,-0.017484,2023-03-14,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.002109,0.001809,3
2023-03-30,SPY,long,1.000,2023-06-20,55,0.085960,-0.153391,2023-03-29,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.082231,0.085960,3
2023-08-08,SPY,long,1.000,2023-09-22,32,-0.031929,0.009993,2023-08-07,RE-ENTRY (new cycle),EXIT,0,0,-0.035172,-0.031929,3
2023-09-29,SPY,long,1.000,2023-10-04,3,-0.022826,-0.034772,2023-09-28,RE-ENTRY (new cycle),EXIT,0,0,-0.022533,-0.022826,3
2023-10-05,SPY,long,1.000,2023-10-27,16,-0.024551,0.100688,2023-10-04,RE-ENTRY (new cycle),EXIT,0,0,-0.024258,-0.024551,3
2023-10-31,SPY,long,1.000,2023-11-22,16,0.092573,-0.041232,2023-10-30,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.092901,0.092573,3
2024-01-09,SPY,long,1.000,2024-01-29,13,0.032991,0.099574,2024-01-08,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.033301,0.032991,3
2024-04-08,SPY,long,1.000,2024-05-01,17,-0.034808,-0.018371,2024-04-05,RE-ENTRY (new cycle),EXIT,0,0,-0.034519,-0.034808,3
2024-05-09,SPY,long,1.000,2024-06-21,29,0.051593,0.012918,2024-05-08,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.051909,0.051593,3
2024-08-09,SPY,long,1.000,2025-01-13,106,0.093099,-0.395215,2024-08-08,RE-ENTRY (new cycle),EXIT,0,0,0.086422,0.093099,3
2025-03-03,SPY,long,1.000,2025-03-05,2,-0.033272,-0.021787,2025-02-28,RE-ENTRY (new cycle),EXIT,0,0,-0.032982,-0.033272,3
2025-03-06,SPY,long,1.000,2025-03-07,1,-0.008554,-0.006231,2025-03-05,RE-ENTRY (new cycle),EXIT,0,0,-0.008256,-0.008554,3
2025-03-10,SPY,long,1.000,2025-03-11,1,-0.015021,-0.031445,2025-03-07,RE-ENTRY (new cycle),EXIT,0,0,-0.014725,-0.015021,3
2025-03-13,SPY,long,1.000,2025-03-14,1,-0.004859,-0.038034,2025-03-12,RE-ENTRY (new cycle),EXIT,0,0,-0.004560,-0.004859,3
2025-03-17,SPY,long,1.000,2025-04-07,15,-0.128287,-0.055514,2025-03-14,RE-ENTRY (new cycle),EXIT,0,0,-0.131038,-0.128287,3
2025-04-10,SPY,long,1.000,2025-04-14,2,0.021710,0.007697,2025-04-09,RE-ENTRY (new cycle),EXIT,0,0,0.022017,0.021710,3
2025-08-05,SPY,long,1.000,2026-03-04,145,0.084291,-0.080291,2025-08-04,RE-ENTRY (new cycle),EXIT,0,0,0.078563,0.084291,3
2026-03-17,SPY,long,1.000,2026-03-19,2,-0.023519,0.008683,2026-03-16,RE-ENTRY (new cycle),EXIT,0,0,-0.023226,-0.023519,3
2026-03-24,SPY,long,1.000,2026-03-27,3,-0.014134,0.031724,2026-03-23,RE-ENTRY (new cycle),EXIT,0,0,-0.013838,-0.014134,3
2026-04-01,SPY,long,1.000,2026-04-21,13,0.085095,0.032803,2026-03-31,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.085421,0.085095,3
2026-06-17,SPY,long,1.000,2026-06-18,1,-0.006613,-0.017028,2026-06-16,RE-ENTRY (new cycle),FORCED,1,0,-0.006315,-0.006613,3
2017-05-10,TSLA,long,1.000,2017-06-09,21,0.163688,0.134423,2017-05-09,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.164037,0.163688,3
2017-07-11,TSLA,long,1.000,2017-08-02,16,0.008698,0.000110,2017-07-10,RE-ENTRY (new cycle),EXIT,0,0,0.009001,0.008698,3
2017-08-04,TSLA,long,1.000,2017-10-10,46,-0.001176,-0.039789,2017-08-03,RE-ENTRY (new cycle),EXIT,0,0,-0.000876,-0.001176,3
2017-10-11,TSLA,long,1.000,2017-10-23,8,-0.011924,-0.008836,2017-10-10,RE-ENTRY (new cycle),EXIT,0,0,-0.011628,-0.011924,3
2017-11-01,TSLA,long,1.000,2017-11-03,2,-0.099111,-0.094749,2017-10-31,RE-ENTRY (new cycle),EXIT,0,0,-0.098841,-0.099111,3
2017-11-08,TSLA,long,1.000,2018-03-16,87,0.066332,-0.008486,2017-11-07,RE-ENTRY (new cycle),EXIT,0,0,0.066652,0.066332,3
2018-03-27,TSLA,long,1.000,2018-03-28,1,-0.130193,-0.119753,2018-03-26,RE-ENTRY (new cycle),EXIT,0,0,-0.129932,-0.130193,3
2018-04-04,TSLA,long,0.500,2018-04-05,1,0.143945,0.133135,2018-04-03,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.144288,0.143945,3
2018-06-06,TSLA,long,0.500,2018-06-12,4,0.146400,0.133541,2018-06-05,TACTICAL REBOUND (counter-trend),EXIT / TRIM,0,0,0.146744,0.146400,3
2018-08-07,TSLA,long,1.000,2018-08-08,1,0.072791,0.075414,2018-08-06,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.073113,0.072791,3
2018-09-11,TSLA,long,0.500,2018-09-12,1,0.006445,0.003300,2018-09-10,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.006747,0.006445,3
2018-10-02,TSLA,long,1.000,2018-10-05,3,-0.125704,-0.100184,2018-10-01,RE-ENTRY (new cycle),EXIT,0,0,-0.125442,-0.125704,3
2018-11-27,TSLA,long,1.000,2019-01-03,24,-0.097733,-0.005409,2018-11-26,RE-ENTRY (new cycle),EXIT,0,0,-0.097462,-0.097733,3
2019-03-27,TSLA,long,0.500,2019-03-28,1,0.030674,0.024678,2019-03-26,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.030984,0.030674,3
2019-05-03,TSLA,long,0.500,2019-05-06,1,0.024645,0.024528,2019-05-02,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.024953,0.024645,3
2019-05-24,TSLA,long,0.500,2019-05-28,1,-0.043761,-0.035070,2019-05-23,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.043474,-0.043761,3
2019-05-30,TSLA,long,0.500,2019-05-31,1,-0.019926,-0.007062,2019-05-29,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.019632,-0.019926,3
2019-06-05,TSLA,long,0.500,2019-06-06,1,0.028374,0.023358,2019-06-04,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.028683,0.028374,3
2019-06-12,TSLA,long,0.500,2019-07-16,23,0.117517,0.066389,2019-06-11,TACTICAL REBOUND (counter-trend),EXIT / TRIM,0,0,0.117852,0.117517,3
2019-09-10,TSLA,long,1.000,2019-09-25,11,-0.027620,-0.021640,2019-09-09,RE-ENTRY (new cycle),EXIT,0,0,-0.027328,-0.027620,3
2019-10-02,TSLA,long,1.000,2019-10-04,2,-0.048580,-0.059039,2019-10-01,RE-ENTRY (new cycle),EXIT,0,0,-0.048294,-0.048580,3
2019-10-08,TSLA,long,1.000,2019-10-25,13,0.261463,0.188088,2019-10-07,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.261842,0.261463,3
2019-12-03,TSLA,long,1.000,2019-12-17,10,0.138691,0.101792,2019-12-02,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.139032,0.138691,3
2020-03-20,TSLA,long,1.000,2020-04-14,16,0.594137,0.323358,2020-03-19,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.594615,0.594137,3
2020-08-13,TSLA,long,1.000,2020-08-18,3,0.178058,0.117242,2020-08-12,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.178411,0.178058,3
2020-09-16,TSLA,long,1.000,2020-11-19,46,0.117841,0.011169,2020-09-15,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.118177,0.117841,3
2021-02-03,TSLA,long,1.000,2021-02-26,16,-0.202321,-0.088888,2021-02-02,RE-ENTRY (new cycle),EXIT,0,0,-0.202082,-0.202321,3
2021-03-02,TSLA,long,1.000,2021-03-04,2,-0.087533,-0.012964,2021-03-01,RE-ENTRY (new cycle),EXIT,0,0,-0.087259,-0.087533,3
2021-03-10,TSLA,long,1.000,2021-04-14,24,0.099868,0.036344,2021-03-09,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.100198,0.099868,3
2021-05-17,TSLA,long,1.000,2021-10-20,109,0.502608,0.240110,2021-05-14,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.503059,0.502608,3
2021-11-17,TSLA,long,1.000,2021-12-17,21,-0.140374,-0.027098,2021-11-16,RE-ENTRY (new cycle),EXIT,0,0,-0.140116,-0.140374,3
2022-01-13,TSLA,long,1.000,2022-01-25,7,-0.176197,-0.084267,2022-01-12,RE-ENTRY (new cycle),EXIT,0,0,-0.175949,-0.176197,3
2022-02-01,TSLA,long,1.000,2022-02-14,9,-0.079294,-0.034160,2022-01-31,RE-ENTRY (new cycle),EXIT,0,0,-0.079018,-0.079294,3
2022-04-14,TSLA,long,1.000,2022-05-06,15,-0.112902,0.002185,2022-04-13,RE-ENTRY (new cycle),EXIT,0,0,-0.112636,-0.112902,3
2022-05-16,TSLA,long,1.000,2022-05-23,5,-0.146688,-0.115180,2022-05-13,RE-ENTRY (new cycle),EXIT,0,0,-0.146432,-0.146688,3
2022-05-24,TSLA,long,1.000,2022-05-25,1,-0.045988,-0.080160,2022-05-23,RE-ENTRY (new cycle),EXIT,0,0,-0.045701,-0.045988,3
2022-05-26,TSLA,long,0.500,2022-05-27,1,0.092825,0.040420,2022-05-25,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.093153,0.092825,3
2022-09-13,TSLA,long,1.000,2022-09-30,13,-0.091890,-0.003193,2022-09-12,RE-ENTRY (new cycle),EXIT,0,0,-0.091618,-0.091890,3
2022-10-13,TSLA,long,0.500,2022-10-14,1,0.074775,0.126303,2022-10-12,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.075097,0.074775,3
2022-10-18,TSLA,long,0.500,2022-10-19,1,-0.042840,-0.035647,2022-10-17,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.042553,-0.042840,3
2022-10-20,TSLA,long,0.500,2022-10-21,1,-0.009549,-0.037254,2022-10-19,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.009252,-0.009549,3
2022-10-24,TSLA,long,0.500,2022-10-25,1,0.020182,-0.019657,2022-10-21,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.020489,0.020182,3
2022-10-26,TSLA,long,0.500,2022-10-27,1,0.046637,0.046056,2022-10-25,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.046951,0.046637,3
2022-11-11,TSLA,long,0.500,2022-11-14,1,0.035776,0.054879,2022-11-10,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.036087,0.035776,3
2022-11-25,TSLA,long,0.500,2022-11-28,1,-0.028142,-0.018732,2022-11-23,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.027850,-0.028142,3
2022-12-29,TSLA,long,0.500,2022-12-30,1,-0.004211,-0.006550,2022-12-28,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.003912,-0.004211,3
2023-01-03,TSLA,long,0.500,2023-01-04,1,-0.079560,-0.106948,2022-12-30,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.079284,-0.079560,3
2023-01-05,TSLA,long,0.500,2023-01-06,1,-0.068517,-0.088352,2023-01-04,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.068237,-0.068517,3
2023-01-09,TSLA,long,0.500,2023-01-10,1,0.017127,0.012751,2023-01-06,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.017432,0.017127,3
2023-03-23,TSLA,long,1.000,2023-04-06,10,-0.062941,-0.057175,2023-03-22,RE-ENTRY (new cycle),EXIT,0,0,-0.062660,-0.062941,3
2023-04-28,TSLA,long,0.500,2023-05-01,1,0.013500,0.024323,2023-04-27,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.013804,0.013500,3
2023-08-22,TSLA,long,1.000,2023-10-23,43,-0.126435,-0.057059,2023-08-21,RE-ENTRY (new cycle),EXIT,0,0,-0.126173,-0.126435,3
2023-10-25,TSLA,long,1.000,2023-10-27,2,-0.025043,-0.006312,2023-10-24,RE-ENTRY (new cycle),EXIT,0,0,-0.024751,-0.025043,3
2023-10-30,TSLA,long,1.000,2023-10-31,1,-0.063444,-0.078544,2023-10-27,RE-ENTRY (new cycle),EXIT,0,0,-0.063163,-0.063444,3
2023-11-01,TSLA,long,1.000,2024-01-18,52,0.062291,-0.065806,2023-10-31,RE-ENTRY (new cycle),EXIT,0,0,0.062610,0.062291,3
2024-01-22,TSLA,long,1.000,2024-01-26,4,-0.126596,-0.070319,2024-01-19,RE-ENTRY (new cycle),EXIT,0,0,-0.126334,-0.126596,3
2024-01-30,TSLA,long,1.000,2024-02-08,7,-0.032987,-0.039092,2024-01-29,RE-ENTRY (new cycle),EXIT,0,0,-0.032697,-0.032987,3
2024-02-09,TSLA,long,0.500,2024-02-12,1,0.009542,0.017049,2024-02-08,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.009845,0.009542,3
2024-03-12,TSLA,long,0.500,2024-03-13,1,-0.027135,-0.012837,2024-03-11,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.026843,-0.027135,3
2024-03-19,TSLA,long,0.500,2024-03-20,1,0.003111,-0.016535,2024-03-18,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.003412,0.003111,3
2024-04-24,TSLA,long,0.500,2024-04-25,1,-0.024413,-0.039258,2024-04-23,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.024120,-0.024413,3
2024-04-30,TSLA,long,1.000,2024-05-30,21,-0.045524,-0.053703,2024-04-29,RE-ENTRY (new cycle),EXIT,0,0,-0.045238,-0.045524,3
2024-05-31,TSLA,long,1.000,2024-06-04,2,-0.021456,-0.008321,2024-05-30,RE-ENTRY (new cycle),EXIT,0,0,-0.021162,-0.021456,3
2024-06-07,TSLA,long,1.000,2024-06-11,2,-0.013140,-0.010384,2024-06-06,RE-ENTRY (new cycle),EXIT,0,0,-0.012844,-0.013140,3
2024-06-14,TSLA,long,1.000,2024-07-02,11,0.177388,0.070397,2024-06-13,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.177741,0.177388,3
2025-01-17,TSLA,long,1.000,2025-02-06,13,-0.115525,-0.063951,2025-01-16,RE-ENTRY (new cycle),EXIT,0,0,-0.115260,-0.115525,3
2025-02-14,TSLA,long,1.000,2025-02-24,5,-0.062900,0.001713,2025-02-13,RE-ENTRY (new cycle),EXIT,0,0,-0.062618,-0.062900,3
2025-03-03,TSLA,long,1.000,2025-03-05,2,-0.091842,-0.080357,2025-02-28,RE-ENTRY (new cycle),EXIT,0,0,-0.091569,-0.091842,3
2025-03-06,TSLA,long,1.000,2025-03-11,3,-0.172352,-0.096897,2025-03-05,RE-ENTRY (new cycle),EXIT,0,0,-0.172104,-0.172352,3
2025-03-12,TSLA,long,1.000,2025-04-22,28,-0.066332,-0.027711,2025-03-11,RE-ENTRY (new cycle),EXIT,0,0,-0.066052,-0.066332,3
2025-06-17,TSLA,long,1.000,2025-07-10,15,-0.080407,-0.118123,2025-06-16,RE-ENTRY (new cycle),EXIT,0,0,-0.080131,-0.080407,3
2025-07-23,TSLA,long,1.000,2025-09-15,37,0.277958,0.149659,2025-07-22,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.278341,0.277958,3
2025-10-14,TSLA,long,1.000,2026-01-21,67,-0.012613,-0.018305,2025-10-13,RE-ENTRY (new cycle),EXIT,0,0,-0.012316,-0.012613,3
2026-02-09,TSLA,long,1.000,2026-02-24,10,-0.025969,0.000739,2026-02-06,RE-ENTRY (new cycle),EXIT,0,0,-0.025676,-0.025969,3
2026-03-06,TSLA,long,1.000,2026-03-09,1,-0.020784,-0.027163,2026-03-05,RE-ENTRY (new cycle),EXIT,0,0,-0.020490,-0.020784,3
2026-03-11,TSLA,long,1.000,2026-03-23,8,-0.073118,-0.022096,2026-03-10,RE-ENTRY (new cycle),EXIT,0,0,-0.072840,-0.073118,3
2026-03-24,TSLA,long,1.000,2026-03-27,3,-0.018833,0.027025,2026-03-23,RE-ENTRY (new cycle),EXIT,0,0,-0.018539,-0.018833,3
2026-04-01,TSLA,long,1.000,2026-04-06,2,-0.044546,-0.011568,2026-03-31,RE-ENTRY (new cycle),EXIT,0,0,-0.044259,-0.044546,3
2026-04-10,TSLA,long,1.000,2026-05-11,21,0.218321,0.035794,2026-04-09,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.218687,0.218321,3
2026-05-26,TSLA,long,1.000,2026-06-18,17,-0.069187,-0.045324,2026-05-22,RE-ENTRY (new cycle),FORCED,1,0,-0.068907,-0.069187,3
2017-04-07,XHB,long,1.000,2017-04-28,14,0.036365,0.017386,2017-04-06,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.036676,0.036365,3
2017-05-16,XHB,long,1.000,2017-08-18,66,-0.012139,-0.034183,2017-05-15,RE-ENTRY (new cycle),EXIT,0,0,-0.011842,-0.012139,3
2017-09-07,XHB,long,1.000,2017-10-06,21,0.052000,0.014076,2017-09-06,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.052316,0.052000,3
2017-11-10,XHB,long,1.000,2017-12-04,15,0.079910,0.044232,2017-11-09,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.080234,0.079910,3
2018-02-07,XHB,long,1.000,2018-02-09,2,-0.027351,0.002266,2018-02-06,RE-ENTRY (new cycle),EXIT,0,0,-0.027059,-0.027351,3
2018-02-12,XHB,long,1.000,2018-03-01,12,-0.021823,-0.033918,2018-02-09,RE-ENTRY (new cycle),EXIT,0,0,-0.021529,-0.021823,3
2018-03-06,XHB,long,1.000,2018-05-01,39,-0.048074,-0.011533,2018-03-05,RE-ENTRY (new cycle),EXIT,0,0,-0.047788,-0.048074,3
2018-07-10,XHB,long,1.000,2018-07-25,11,-0.031678,-0.028302,2018-07-09,RE-ENTRY (new cycle),EXIT,0,0,-0.031388,-0.031678,3
2018-08-23,XHB,long,1.000,2018-09-18,17,-0.013419,-0.008488,2018-08-22,RE-ENTRY (new cycle),EXIT,0,0,-0.013123,-0.013419,3
2018-10-09,XHB,long,0.500,2018-10-10,1,-0.027523,-0.002218,2018-10-08,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.027232,-0.027523,3
2018-10-16,XHB,long,0.500,2018-10-17,1,0.010263,0.013568,2018-10-15,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.010566,0.010263,3
2018-10-24,XHB,long,0.500,2018-10-25,1,-0.022352,-0.049314,2018-10-23,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.022059,-0.022352,3
2018-10-26,XHB,long,0.500,2018-10-29,1,0.006079,0.006965,2018-10-25,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.006381,0.006079,3
2018-10-31,XHB,long,0.500,2018-11-01,1,-0.006147,-0.024750,2018-10-30,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.005849,-0.006147,3
2018-12-27,XHB,long,0.500,2018-12-28,1,0.026488,0.018627,2018-12-26,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.026796,0.026488,3
2019-01-09,XHB,long,1.000,2019-02-15,26,0.103588,0.051093,2019-01-08,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.103919,0.103588,3
2019-03-12,XHB,long,1.000,2019-05-29,54,0.013418,0.071794,2019-03-11,RE-ENTRY (new cycle),EXIT,0,0,0.013722,0.013418,3
2019-06-28,XHB,long,1.000,2019-08-13,31,-0.018986,-0.002722,2019-06-27,RE-ENTRY (new cycle),EXIT,0,0,-0.018692,-0.018986,3
2019-10-07,XHB,long,1.000,2020-01-21,72,0.091048,-0.125771,2019-10-04,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.091376,0.091048,3
2020-02-06,XHB,long,1.000,2020-03-09,21,-0.170251,-0.010916,2020-02-05,RE-ENTRY (new cycle),EXIT,0,0,-0.170002,-0.170251,3
2020-03-11,XHB,long,1.000,2020-03-12,1,-0.115597,-0.029609,2020-03-10,RE-ENTRY (new cycle),EXIT,0,0,-0.115332,-0.115597,3
2020-03-20,XHB,long,0.500,2020-03-23,1,-0.070197,-0.053551,2020-03-19,TACTICAL REBOUND (counter-trend),EXIT,0,0,-0.069918,-0.070197,3
2020-03-25,XHB,long,0.500,2020-03-26,1,0.081753,0.047418,2020-03-24,TACTICAL REBOUND (counter-trend),EXIT,0,0,0.082078,0.081753,3
2020-06-17,XHB,long,1.000,2020-08-12,39,0.163401,-0.051163,2020-06-16,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.163750,0.163401,3
2020-09-16,XHB,long,1.000,2021-01-26,90,0.190277,-0.384439,2020-09-15,RE-ENTRY (new cycle),EXIT / TRIM,0,0,0.186760,0.190277,3
